,data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3,cat
47,8775772,566,NIG22996,22996,18 December 2021,2021,1,Violence against civilians,Attack,Fulani Ethnic Militia (Nigeria),Pastoralists (Nigeria),4,Civilians (Nigeria),Farmers (Nigeria); Tiv Ethnic Group (Nigeria),7,47,Western Africa,Nigeria,Nassarawa,Lafia,,Lafia,8.4833,8.5167,2,Legit; Nigeria Punch,International,"On 18 December 2021, suspected armed Fulani pastoralists attacked Tiv farmers in Lafia LGA (Nassarawa), Obi and Awe LGAs [coded separately] in reprisal of the discovery of the body of their kinsman in a community in the Obi LGA. Between 20 to 45 farmers were killed in the attacks which lasted from 17 to 19 December; 27 others were wounded and up to 5000 persons were displaced. 20 fatalities split across 9 events.",3,1642167838,NGA,perpetrator
48,8775773,566,NIG22997,22997,18 December 2021,2021,1,Violence against civilians,Attack,Fulani Ethnic Militia (Nigeria),Pastoralists (Nigeria),4,Civilians (Nigeria),Farmers (Nigeria); Tiv Ethnic Group (Nigeria),7,47,Western Africa,Nigeria,Nassarawa,Obi,,Obi,8.3667,8.7667,2,Nigeria Punch; Legit,International,"On 18 December 2021, suspected armed Fulani pastoralists attacked Tiv farmers in Obi LGA (Nassarawa), Lafia and Awe LGAs [coded separately] in reprisal of the discovery of the body of their kinsman in a community in the Obi LGA. Between 20 to 45 farmers were killed in the attacks which lasted from 17 to 19 December; 27 others were wounded and up to 5000 persons were displaced. 20 fatalities split across 9 events.",2,1642167838,NGA,perpetrator
49,8775842,566,NIG22986,22986,17 December 2021,2021,1,Violence against civilians,Attack,Fulani Ethnic Militia (Nigeria),Pastoralists (Nigeria),4,Civilians (Nigeria),Farmers (Nigeria); Tiv Ethnic Group (Nigeria),7,47,Western Africa,Nigeria,Nassarawa,Awe,,Awe,8.1,9.1333,2,Nigeria Punch; Legit,International,"On 17 December 2021, suspected armed Fulani pastoralists attacked Tiv farmers in Awe LGA (Nassarawa), Obi and Lafia LGAs [coded separately] in reprisal of the discovery of the body of their kinsman in a community in the Obi LGA. Between 20 to 45 farmers were killed in the attacks which lasted from 17 to 19 December; 27 others were wounded and up to 5000 persons were displaced. 20 fatalities split across 9 events.",2,1642167838,NGA,perpetrator
50,8775843,566,NIG22988,22988,17 December 2021,2021,1,Violence against civilians,Attack,Fulani Ethnic Militia (Nigeria),Pastoralists (Nigeria),4,Civilians (Nigeria),Farmers (Nigeria); Tiv Ethnic Group (Nigeria),7,47,Western Africa,Nigeria,Nassarawa,Lafia,,Lafia,8.4833,8.5167,2,Legit; Nigeria Punch,International,"On 17 December 2021, suspected armed Fulani pastoralists attacked Tiv farmers in Lafia LGA (Nassarawa), Obi and Awe LGAs [coded separately] in reprisal of the discovery of the body of their kinsman in a community in the Obi LGA. Between 20 to 45 farmers were killed in the attacks which lasted from 17 to 19 December; 27 others were wounded and up to 5000 persons were displaced. 20 fatalities split across 9 events.",3,1642167838,NGA,perpetrator
51,8775844,566,NIG22990,22990,17 December 2021,2021,1,Violence against civilians,Attack,Fulani Ethnic Militia (Nigeria),Pastoralists (Nigeria),4,Civilians (Nigeria),Farmers (Nigeria); Tiv Ethnic Group (Nigeria),7,47,Western Africa,Nigeria,Nassarawa,Obi,,Obi,8.3667,8.7667,2,Nigeria Punch; Legit,International,"On 17 December 2021, suspected armed Fulani pastoralists attacked Tiv farmers in Obi LGA (Nassarawa), Lafia and Awe LGAs [coded separately] in reprisal of the discovery of the body of their kinsman in a community in the Obi LGA. Between 20 to 45 farmers were killed in the attacks which lasted from 17 to 19 December; 27 others were wounded and up to 5000 persons were displaced. 20 fatalities split across 9 events.",2,1642167838,NGA,perpetrator
52,8686815,566,NIG22833,22833,06 December 2021,2021,1,Battles,Armed clash,Fulani Ethnic Militia (Nigeria),Pastoralists (Nigeria),4,Unidentified Communal Militia (Nigeria),Farmers (Nigeria),4,44,Western Africa,Nigeria,Adamawa,Toungo,,Toungo,8.1167,12.05,2,Daily Post (Nigeria); Inside Arewa (Nigeria),National,"On 6 December 2021, armed pastoralists (assumed Fulani) and farmers clashed at Kasuwan Ladi village (Toungo, Adamawa), coded as Toungo. Two farmers and one pastoralist were killed, two other persons sustained injuries.",3,1639431632,NGA,perpetrator
53,8687430,566,NIG22826,22826,06 December 2021,2021,1,Violence against civilians,Attack,Niger Communal Militia (Nigeria),,4,Civilians (Nigeria),Fulani Ethnic Group (Nigeria); Pastoralists (Nigeria),7,47,Western Africa,Nigeria,Niger,Paikoro,,Kafin,9.5245,7.0745,2,Sun (Nigeria),National,"On 6 December 2021, a Niger militia attacked the nearby villages of Nugwazi and Ruga, coded to Kafin (Paikoro, Niger), and abducted around 8 Fulani persons, killed one and wounded one. A Kuna communal militia then engaged them in an armed clash at Kuna village. The abducted victims were rescued (coded separately).",1,1639431633,NGA,victim
54,8687399,566,NIG22819,22819,05 December 2021,2021,1,Battles,Armed clash,Fulani Ethnic Militia (Nigeria),Pastoralists (Nigeria),4,Arondizuogu Communal Militia (Nigeria),,4,44,Western Africa,Nigeria,Imo,Ideato North,,Ndizuogu,5.882,7.1641,2,Sahara Reporters,Regional,"On 5 December 2021, local vigilantes from Arondizuogu repelled an attack by a militia of armed pastoralists (assumed Fulani) who attacked Arondizuogu (Ideato North, Imo), coded to Ndizuogu. Some of the assailants escaped with bullet wounds, one militia member was wounded.",0,1639431633,NGA,perpetrator
55,8776339,566,NIG22907,22907,04 December 2021,2021,1,Violence against civilians,Attack,Fulani Ethnic Militia (Nigeria),Pastoralists (Nigeria),4,Civilians (Nigeria),Government of Nigeria (2015-),7,47,Western Africa,Nigeria,Delta,Ethiope East,,Abraka,5.7902,6.1047,2,Daily Post (Nigeria); Nigeria Punch,International,"On 4 December 2021, suspected Fulani militiamen shot the councilor of Ward 17 Ovu-Inland, along the Abraka-Eku road (Ethiope East, Delta), coded as Abraka. The victim died in a hospital while receiving medical treatment in Warri.",1,1642167839,NGA,perpetrator
56,8673771,566,NIG22781,22781,01 December 2021,2021,1,Violence against civilians,Attack,Fulani Ethnic Militia (Nigeria),Pastoralists (Nigeria),4,Civilians (Nigeria),Farmers (Nigeria); Atyap Communal Group (Nigeria),7,47,Western Africa,Nigeria,Kaduna,Zangon Kataf,,Zangon Katab,9.8333,8.4,2,Daily Post (Nigeria),National,"On 1 December 2021, suspected armed Fulani pastoralists killed a farmer near the Abuyab village, Atyap Chiefdom (Zangon Kataf, Kaduna), coded as Zangon Katab.",1,1638831648,NGA,perpetrator
57,8673561,566,NIG22771,22771,30 November 2021,2021,1,Violence against civilians,Attack,Fulani Ethnic Militia (Nigeria),Pastoralists (Nigeria),4,Civilians (Nigeria),Tiv Ethnic Group (Nigeria); Bantaje Communal Group (Nigeria); Farmers (Nigeria),7,47,Western Africa,Nigeria,Taraba,Gassol,,Gassol,8.5333,10.4667,2,Nigeria Punch; Guardian (Nigeria),National,"On 30 November 2021, at least 10 persons were killed and scores went missing in reprisal attacks by Fulani militias on Tiv villagers within the Bantaje Chiefdom in Gassol LGA (Taraba). According to the leader of the Bantaje Chiefdom, six other farmers were killed at the boundary between Gassol and Wukari LGAs. The attacks are believed to be a reprisal for the killing of a Fulani man after he was robbed by a tiv man.",16,1638831648,NGA,perpetrator
58,8673562,566,NIG22773,22773,30 November 2021,2021,1,Violence against civilians,Attack,Kaduna Communal Militia (Nigeria),,4,Civilians (Nigeria),Fulani Ethnic Group (Nigeria); Pastoralists (Nigeria),7,47,Western Africa,Nigeria,Kaduna,Chikun,,Ligari,10.4167,7.3333,1,EONS Intelligence; Daily Post (Nigeria),National,"On 30 November 2021, a Kaduna militia attacked a Fulani settlement in Ligari village (Chikun, Kaduna) and shot sporadically before they abducted one person and rustled many cows.",0,1638831648,NGA,victim
59,8673556,566,NIG22761,22761,29 November 2021,2021,1,Violence against civilians,Attack,Kaduna Communal Militia (Nigeria),,4,Civilians (Nigeria),Fulani Ethnic Group (Nigeria); Pastoralists (Nigeria),7,47,Western Africa,Nigeria,Kaduna,Igabi,,Igabi,10.7889,7.7749,2,Daily Post (Nigeria); Guardian (Nigeria),National,"On 29 November 2021, a Kaduna militia attacked a Fulani settlement in Barakallahu community at Igabi (Igabi, Kaduna). One person was killed, an undisclosed number of cows were stolen by the assailants.",1,1638831648,NGA,victim
60,8663338,566,NIG22710,22710,24 November 2021,2021,1,Violence against civilians,Attack,Unidentified Communal Militia (Nigeria),Pastoralists (Nigeria),4,Civilians (Nigeria),Farmers (Nigeria),7,47,Western Africa,Nigeria,Borno,Maiduguri Metro,,Maiduguri,11.8312,13.1517,2,HumAngle,National,"On 24 November 2021, at least five farmers were killed by pastoralists ransacking farms around Maiduguri (Maiduguri Metro, Borno).",5,1638225129,NGA,perpetrator
61,8670515,566,NIG22712,22712,24 November 2021,2021,1,Violence against civilians,Sexual violence,Fulani Ethnic Militia (Nigeria),Pastoralists (Nigeria),4,Civilians (Nigeria),Women (Nigeria); Students (Nigeria); Teachers (Nigeria),7,47,Western Africa,Nigeria,Abia,Isuikwuato,,Onuaku Uturu,5.8558,7.5119,2,Nigerian Eye; EONS Intelligence; Sun (Nigeria),National,"On 24 November 2021, suspected armed Fulani pastoralists abducted over ten passengers and raped and killed a woman along Isuikwato-Uturu road (Isuikwuato, Abia), coded as Onuaku Uturu. The victims were mostly students and lecturers, there are no reports about demands for ransom. ",1,1638462528,NGA,perpetrator
62,8663072,566,NIG22699,22699,23 November 2021,2021,1,Violence against civilians,Attack,Fulani Ethnic Militia (Nigeria),Pastoralists (Nigeria),4,Civilians (Nigeria),Farmers (Nigeria),7,47,Western Africa,Nigeria,Plateau,Bassa,,Miango,9.85,8.7333,2,Sun (Nigeria); Guardian (Nigeria),National,"On 23 November 2021, suspected Fulani pastoralists attacked and killed two people on their farm in Ancha village, Miango (Bassa, Plateau).",2,1638225128,NGA,perpetrator
63,8685638,566,NIG22683,22683,21 November 2021,2021,1,Violence against civilians,Abduction/forced disappearance,Fulani Ethnic Militia (Nigeria),Pastoralists (Nigeria),4,Civilians (Nigeria),Women (Nigeria),7,47,Western Africa,Nigeria,Enugu,Isi Uzo,,Ikem,6.7799,7.7148,2,Nigeria Punch,National,"On 21 November 2021, suspected armed Fulani pastoralists abducted the daughter of the chairman of Agu-Amede community neighbourhood watch corps from his residence. Location coded as Ikem (Isi Uzo, Enugu), the abductors took away valuables and have demanded a ransom of 15 million naira. [women targeted: relatives of targeted groups or persons][women targeted: girls]",0,1638982356,NGA,perpetrator
64,8663270,566,NIG22661,22661,19 November 2021,2021,1,Violence against civilians,Attack,Unidentified Armed Group (Nigeria),,3,Civilians (Nigeria),Pastoralists (Nigeria),7,37,Western Africa,Nigeria,Nassarawa,Lafia,,Ashige,8.5833,8.8167,1,Daily Trust (Nigeria),National,"On 19 November 2021, two pastoralists were killed by unidentified armed men in Ashige (Lafia, Nassarawa). The victim's bodies were found with cuts on their faces, the reason for the attack is unknown.",2,1638225129,NGA,victim
65,8653495,566,NIG22619,22619,15 November 2021,2021,2,Violence against civilians,Attack,Fulani Ethnic Militia (Nigeria),Pastoralists (Nigeria),4,Civilians (Nigeria),Labour Group (Nigeria),7,47,Western Africa,Nigeria,Ondo,Akure North,,Iju,7.3939,5.2633,2,EONS Intelligence; Daily Post (Nigeria); Daily Leadership (Nigeria),National,"Around 15 November 2021, suspected Fulani pastoralists killed three butchers at the Ajagbusi community (Akure North, Ondo), coded as Iju. Four butchers were abducted on 15 November, and the body of two of them were found on 16 November; the third body was not found and the fourth victim escaped with injuries.",3,1637615528,NGA,perpetrator
66,8653490,566,NIG22610,22610,14 November 2021,2021,1,Violence against civilians,Abduction/forced disappearance,Fulani Ethnic Militia (Nigeria),Pastoralists (Nigeria),4,Civilians (Nigeria),,7,47,Western Africa,Nigeria,Delta,Isoko South,,Ole,5.4616,6.2079,1,Nigeria Herald; Sahara Reporters,National-Regional,"On 14 November 2021, suspected armed Fulani pastoralists, dressed in military camouflage, abducted a pregnant woman and ten other travelers in Ole (Isoko South, Delta). The victims were rescued by the police in collaboration with a vigilante group and hunters.",0,1637615528,NGA,perpetrator
67,8644319,566,NIG22569,22569,10 November 2021,2021,1,Violence against civilians,Attack,Fulani Ethnic Militia (Nigeria),Pastoralists (Nigeria),4,Civilians (Nigeria),Women (Nigeria); Atyap Communal Group (Nigeria),7,47,Western Africa,Nigeria,Kaduna,Zangon Kataf,,Zangon Katab,9.8333,8.4,2,Daily Post (Nigeria),National,"On 10 November 2021, suspected Fulani pastoralists attacked Shiliam village, in the Atyap Chiefdom (Zangon Kataf, Kaduna), coded as Zangon Katab. Three women were killed by the assailants.",3,1637008334,NGA,perpetrator
68,8653648,566,NIG22585,22585,09 November 2021,2021,1,Violence against civilians,Attack,Fulani Ethnic Militia (Nigeria),Pastoralists (Nigeria),4,Civilians (Nigeria),Farmers (Nigeria),7,47,Western Africa,Nigeria,Enugu,Enugu North,,Enugu,6.4426,7.5022,3,CKN Nigeria,National,"On 9 November 2021, a group claimed suspected armed Fulani pastoralists attacked and killed their kinsman on his farm in Amogwugwu, Enungu state. Location coded to Enugu (Enugu North, Enugu).",1,1637615529,NGA,perpetrator
69,8644128,566,NIG22531,22531,08 November 2021,2021,1,Violence against civilians,Attack,Fulani Ethnic Militia (Nigeria),Pastoralists (Nigeria),4,Civilians (Nigeria),,7,47,Western Africa,Nigeria,Kaduna,Zangon Kataf,,Kibori,9.85,8.4166,1,Daily Post (Nigeria); EONS Intelligence,National,"On 8 November 2021, suspected Fulani militia members attacked civilians in Kibori (Zangon Kataf, Kaduna). About 5 persons were killed and several others were wounded, houses and foodstuff were destroyed.",5,1637008334,NGA,perpetrator
70,8644318,566,NIG22534,22534,08 November 2021,2021,1,Violence against civilians,Attack,Fulani Ethnic Militia (Nigeria),Pastoralists (Nigeria),4,Civilians (Nigeria),,7,47,Western Africa,Nigeria,Kaduna,Zangon Kataf,,Zangon Katab,9.8333,8.4,2,Daily Post (Nigeria),National,"On 8 November 2021, suspected Fulani militia members attacked civilians in Atagjeh (Zangon Kataf, Kaduna), coded as Zangon Katab. 3 persons were killed and 3 others were wounded.",3,1637008334,NGA,perpetrator
71,8644125,566,NIG22521,22521,06 November 2021,2021,1,Battles,Armed clash,Fulani Ethnic Militia (Nigeria),Pastoralists (Nigeria),4,IPOB: Indigenous Peoples of Biafra,,2,24,Western Africa,Nigeria,Enugu,Enugu North,,Enugu,6.4426,7.5022,3,Sun (Nigeria); Sahara Reporters,National-Regional,"On 6 November 2021, IPOB claimed that its security outfit ESN repelled an attack by armed Fulani pastoralists in some undisclosed Biafra communities in Enugu state [coded to Enungu, Enugu North LGA]. Casualties unknown.",0,1637008334,NGA,perpetrator
72,8628482,566,NIG22434,22434,05 November 2021,2021,1,Violence against civilians,Attack,Fulani Ethnic Militia (Nigeria),Pastoralists (Nigeria),4,Civilians (Nigeria),,7,47,Western Africa,Nigeria,Kaduna,Zangon Kataf,,Abobo,9.8,8.2833,2,Daily Post (Nigeria); Daily Champion,National,"On 5 November 2021, suspected Fulani militias attacked Abuyab village (Zangon Kataf, Kaduna), coded as Abobo. Ten people were killed by the attackers and houses were burnt down.",10,1636405422,NGA,perpetrator
73,8628488,566,NIG22446,22446,04 November 2021,2021,1,Violence against civilians,Attack,Unidentified Armed Group (Nigeria),,3,Civilians (Nigeria),Fulani Ethnic Group (Nigeria); Pastoralists (Nigeria),7,37,Western Africa,Nigeria,Kwara,Ifelodun,,Oro Ago,8.3333,5.2333,1,Daily Trust (Nigeria); New Telegraph,National,"On 4 November 2021, unidentified armed men attacked an unarmed Fulani pastoralist in Oro Ago (Ifelodun, Kwara). The victim was left unconscious, 15 cattle were rustled by the assailants.",0,1636405422,NGA,victim
74,8628499,566,NIG22464,22464,02 November 2021,2021,1,Violence against civilians,Attack,Fulani Ethnic Militia (Nigeria),Pastoralists (Nigeria),4,Civilians (Nigeria),,7,47,Western Africa,Nigeria,Taraba,Lau,,Donadda,9.2834,11.4497,1,Sahara Reporters; Daily Independent (Nigeria),National-Regional,"On 2 November 2021, suspected Fulani militia killed no fewer than seven civilians and wounded many others in Donadda (Lau, Taraba).",7,1636405422,NGA,perpetrator
